Pub_date,Topics,Title,Author,Publisher,Language,Description,Access_restricted,Added_date,Pdf_link,TXT_link,ISBN
2010-02-06,#Null,Conclusion,George Eliot,#Null,English,#Null,true,2020-02-24 01:08:15,#Null,#Null,[]
2010-02-06,#Null,"Part 1, Chapter 4",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:23,#Null,#Null,[]
2010-02-06,#Null,"Part 2, Chapter 16",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:29,#Null,#Null,[]
2010-02-06,#Null,"Part 1, Chapter 15",George Eliot,#Null,English,#Null,true,2020-02-24 01:08:19,#Null,#Null,[]
2020-04-19,Radio Program,"The Mill on the Floss by George Eliot (Omnibus); Inheritance Tracks; AS Byatt - The Frederica Quartet (Omnibus) : BBC Radio 4 Extra : April 19, 2020 07:00AM-08:00AM BST",#Null,#Null,English,#Null,true,2020-07-01 13:41:03,#Null,#Null,[]
2020-04-19,Radio Program,"The Mill on the Floss by George Eliot (Omnibus); Inheritance Tracks; AS Byatt - The Frederica Quartet (Omnibus) : BBC Radio 4 Extra : April 19, 2020 02:00AM-03:00AM BST",#Null,#Null,English,#Null,true,2020-07-01 13:38:03,#Null,#Null,[]
2020-04-18,Radio Program,"The Mill on the Floss by George Eliot (Omnibus); Inheritance Tracks; AS Byatt - The Frederica Quartet (Omnibus) : BBC Radio 4 Extra : April 18, 2020 02:00PM-03:00PM BST",#Null,#Null,English,#Null,true,2020-07-01 13:52:05,#Null,#Null,[]
2020-04-12,Radio Program,"The Mill on the Floss by George Eliot (Omnibus); Inheritance Tracks; Pam Ayres' Open Road; Uncle Mort's South Country : BBC Radio 4 Extra : April 12, 2020 02:00AM-03:00AM BST",#Null,#Null,English,#Null,true,2020-07-01 13:37:39,#Null,#Null,[]
1997,"Detective and mystery stories, American",The collected stories,"Cross, Amanda, 1926-2003",New York : Ballantine Books,English,"Mode of access: Internet
",true,2013-08-30 16:56:29,#Null,#Null,[]
#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,[]
2011,#Null,"Of columbine, asphodel & immortality : recollection & reflection","Miller, Susan Hunter, author",[United States] : Y Mountain Press,English,Includes bibliographical references,true,2020-12-09 03:12:44,#Null,#Null,[]
#Null,#Null,#Null,#Null,#Null,#Null,"Sponsor: Free Library of Philadelphia
",#Null,#Null,#Null,#Null,[]
#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,[]
#Null,#Null,#Null,#Null,#Null,#Null,"Sponsor: Free Library of Philadelphia
",#Null,#Null,#Null,#Null,[]
1996,English prose literature -- Women authors,Prose by Victorian women : an anthology,#Null,"New York ; London : Garland Publishing, Inc.",English,Includes bibliographical references,true,2020-09-30 14:05:52,#Null,#Null,[]
#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,[]
1998,Group reading,Happiness and discontent,#Null,"Chicago, Ill. : Great Books Foundation",English,"The highest good / Aristotle -- A river sutra / Gita Mehta -- The three lives of Lucie Cabrol / John Berger -- Happiness / Mary Lavin -- Endless mountains / Reynolds Price -- As you like it / William Shakespeare -- Poetry / Emily Dickenson -- Questions for Middlemarch / George Eliot -- Questions for An imaginary life / David Malouf
",true,2019-11-19 08:50:18,#Null,#Null,[]
2002,"Authors, English",A dab of Dickens & a touch of Twain : literary lives from Shakespeare's old England to Frost's New England,"Engel, Elliot, 1948-",New York : Pocket Books,English,"Geoffrey Chaucer -- William Shakespeare -- Jane Austen -- Edgar Allan Poe -- Charlotte Bronte & Emily Bronte -- Elizabeth Barrett Browning & Robert Browning -- Charles Dickens -- George Eliot -- Emily Dickinson -- Oscar Wilde -- Mark Twain -- Thomas Hardy -- Sir Arthur Conan Doyle -- D.H. Lawrence -- F. Scott Fitzgerald -- Ernest Hemingway -- Robert Frost
",true,2010-11-10 16:53:02,#Null,#Null,['dabofdickenstouc00enge']
2000,Readers,Collected classics,#Null,Harlow : Pearson Education,English,#Null,true,2014-03-21 15:57:08.10511,#Null,#Null,[]
2013,Mothers and daughters -- Fiction,The Eliot girls,"Bridge, Krista, 1975- author","Madeira Park, BC : Douglas & McIntyre;",English,"Audrey has always wanted to attend George Eliot Academy, the private school where her mother has taught for a decade. But when she is accepted, she finds that the school is filled with bullying and intolerance",true,2018-07-03 15:48:21,#Null,#Null,[]
2008,Neurosciences and the arts,Proust was a neuroscientist,"Lehrer, Jonah",Boston : Mariner Book/Houghton Mifflin Co.,English,"Walt Whitman : The substance of feeling -- George Eliot : The biology of freedom -- Auguste Escoffier : The essence of taste -- Marcel Proust : The method of memory -- Paul Cézanne : The process of sight -- Igor Stravinsky : The source of music -- Gertrude Stein : The structure of language -- Virginia Woolf : The emergent self
",true,2021-10-04 12:06:02,#Null,#Null,[]
1995,English fiction,The face of love : feminism and the beauty question,"Lambert, Ellen Zetzel, 1940-",Boston : Beacon Press,English,"1. The Beauty Myths -- 2. The Woman of Parts -- 3. Beauty and Identity: The Woman's Perspective -- 4. Charlotte Bronte: ""As Small and as Plain as Myself"" -- 5. George Eliot: The Beauty of Presence -- 6. Two Mastectomy Narratives: Beauty and Body-Integrity -- 7. The Beauty of Age
",true,2010-08-24 21:01:27,#Null,#Null,['faceoflovefemini00lamb']
2001,"Wordsworth, William, 1770-1850",Wordsworth and the Victorians,"Gill, Stephen Charles",Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press,English,Includes bibliographical references (pages 317-333) and index,true,2013-10-09 18:27:07.961712,#Null,#Null,[]
2000,Readers,Collected classics,#Null,#Null,English,#Null,true,2014-03-21 15:58:41.18083,#Null,#Null,[]
2005,Authorship,Writers and personality,"Auchincloss, Louis","Columbia, S.C. : University of South Carolina",English,Proem -- The Brontës -- Gustave Flaubert -- Anthony Trollope -- Nathaniel Hawthorne -- Theodore Dreiser -- Jean Racine -- Henry James -- Edith Wharton -- Pierre Corneille -- Henry Adams -- Prosper Merimée -- George Eliot -- Marcel Proust -- Scott Fitzgerald and Ernest Hemingway -- William Makepeace Thackeray -- Willa Cather and Sinclair Lewis -- John P. Marquand -- E.M. Forster -- Anatole France -- George Meredith,true,2014-08-07 17:38:52.812569,#Null,#Null,[]
2010,Literature,Short story criticism. [electronic resource],"Krstovic, Jelena O., editor","Detroit, Mich. : Gale",English,"Presents literary criticism on the works of short-story writers of all nations, cultures, and time periods. Critical essays are selected from leading sources, including published journals, magazines, books, reviews, diaries, newspapers, pamphlets, and scholarly papers",true,2014-02-27 17:51:18.005825,#Null,#Null,[]
1993,English literature -- 19th century -- History and criticism,High Victorian culture,"Morse, David","Washington Square, N.Y. : New York University Press",English,Includes bibliographical references (p. 539-547) and index,true,2020-07-09 18:07:00,#Null,#Null,[]
1995,Books and reading in literature,The Romance of the book,#Null,"Delhi, NY : Birch Brook Press",English,"Faith Baldwin -- Max Beerbohm -- Thomas Carter -- Colette -- Thomas Cooper -- Bill Costley -- Frederick Douglass -- George Eliot -- Benjamin Franklin -- Margaret Fuller -- George Gissing -- Edmund Gosse -- Stephanie Greene -- William Hazlitt -- Stewart H. Holbrook -- Leigh Hunt -- Gustav Janouch -- Walter Jerrold -- Charles Lamb -- Malcolm X & Alex Haley -- Jim McGinn -- Henry Miller -- Jan Morris -- Samuel Pepys -- Francesco Petrarch -- Edgar Allan Poe -- Henry David Thoreau -- Gordon Wilson
",true,2020-03-05 16:04:31,#Null,#Null,[]
2007,English fiction -- 19th century -- History and criticism,The novel of purpose : literature and social reform in the Anglo-American world,"Claybaugh, Amanda",Ithaca : Cornell University Press,English,Includes bibliographical references and index,true,2018-06-14 19:43:30,#Null,#Null,[]
2011,Anonyms and pseudonyms -- History,Nom de plume : a (secret) history of pseudonyms,"Ciuraru, Carmela",New York : Harper,English,"Discusses writers throughout history who hoarded secret identities-- sometimes playfully, and sometimes with tragic consequences--including Mark Twain, George Eliot, and Lewis Carroll",true,2021-06-01 17:41:23,#Null,#Null,[]
1997,Teenage girls -- Juvenile literature,Rebel rebel,#Null,London : Faber and Faber,English,"An anthology of prose and poetry celebrating rebellious girls, and edited by the creator of the children's fictional character, Tyke Tyler. The collection includes work by writers from George Eliot to Stevie Smith, as well as representing heroines of classic myth and legend, from Eve to Pandora",true,2020-06-02 03:03:01,#Null,#Null,"['0571178839', '9780571178834']"
2009,"Paranormal fiction, American",The darker sex : tales of the supernatural and macabre by Victorian women writers,#Null,"London ; Chester Springs, PA : Peter Owen ; Chester Springs, PA : Distributed in the USA by Dufour Editions",English,"The palace of death / Emily Brontë -- The old nurse's story / Elizabeth Gaskell -- The shadow in the corner / Mary E. braddon -- Nut Bush Farm / Charlotte Riddell -- The tenant of the cedars / Mary E. Penn -- Sir Nigel Otterburne's case / Louisa Baldwin -- Luella Miller / Mary Wilkins Freeman -- The three kisses / Violet Quirk -- The third drug / Edith Nesbit -- The lifted veil / George Eliot -- The presence / Elizabeth Stuart Phelps
",true,2020-06-27 08:02:35,#Null,#Null,['9780720613353']
2011,American fiction,Nineteenth-century literature criticism. [electronic resource],"Darrow, Kathy D","Detroit, Mich. : Gale",English,Print version record,true,2014-08-12 16:08:24.410759,#Null,#Null,[]
2009,"Carleton, William, 1794-1869",Nineteenth-century literature criticism. [electronic resource],"Darrow, Kathy D","Detroit, Mich. : Gale",English,"William Carleton, 1794-1869 -- George Eliot, 1819-1880 -- Franz Liszt, 1811-1886",true,2014-08-12 16:13:44.154026,#Null,#Null,[]
#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,[]
2005,"Short stories, English",Great English short stories,"Negri, Paul","Mineola, N.Y. : Dover Publications",English,#Null,true,2010-11-04 18:34:21,#Null,#Null,"['0486440907', '9780486440903']"
2003,Reference,Nineteenth-Century literature criticism. [electronic resource],"Zott, Lynn M","Detroit, Mich. : Gale",English,"Michael Madhusudan Dutt, 1824-1873 -- George Eliot, 1819-1880 -- Sidney Lanier, 1842-1881 -- Joseph Warton, 1722-1800",true,2014-02-28 15:33:39.931815,#Null,#Null,['nineteenthcentur118lynn']
2009,"Eliot, George, 1819-1880",Nineteenth-century literature criticism. [electronic resource],"Darrow, Kathy D","Detroit, Mich. : Gale",English,"George Eliot, 1819-1880 -- Jose Maria Heredia, 1803-1839 -- Sir Walter Scott, 1771-1832",true,2014-08-12 16:05:10.470585,#Null,#Null,[]
2007,"Eliot, George, 1819-1880",Nineteenth-Century literature criticism. [electronic resource],"Whitaker, Russel","Detroit, Mich. : Gale",English,"George Eliot, 1819-1880 -- E. T. A. Hoffmann, 1776-1822 -- Thomas Bangs Thorpe, 1815-1878",true,2014-08-12 16:51:46.738237,#Null,#Null,['isbn_9780787698546']
1998,European poetry,Poetry criticism. Volume 20,#Null,"Detroit, Mich. : Gale Research",English,"Presents literary criticism on the works of poets of all nations, cultures, and time periods. Critical essays are selected from leading sources, including published journals, magazines, books, reviews, diaries, newspapers, broadsheets, pamphlets, and scholarly papers",true,2021-06-14 13:01:14,#Null,#Null,"['9780787615918', '0787615919', '1414417586', '9781414417585']"
2001,General,Nineteenth-Century literature criticism. [electronic resource],"Dewsbury, Suzanne","Detroit, Mich. : Gale Group",English,"Matthew Arnold, 1822-1888 -- William Wells Brown, 1813-1884 -- George Eliot, 1819-1880 -- Bayard Taylor, 1825-1878",true,2014-02-28 14:51:54.543487,#Null,#Null,['nclc89nineteenth00thom']
2012-07-23,#Null,"THE ROAR OF THE SQUIRREL’S BEATING HEART (WE’RE LISTENING, GEORGE ELIOT!) REVEALING A TASTE FOR FIGS– INNISFREE, ITHACA, BASEBALL, POETRY: WAYS “PEACE COMES DROPPING SLOW,” WITH DELICIOUS AND SENSATIONAL POETRY ON FIGS, AND OUR LINE-UP OF POET",The Poetry Slowdown with Dr. Barbara Mossberg,#Null,English,"And a small cabin build there, of clay and wattles made;",true,2018-04-21 12:04:12,#Null,#Null,[]
2013,Young women,The house at the end of Hope Street : a novel,"Praag, Menna van",New York : Pamela Dorman Books,English,"""The house at the end of Hope Street is an enchanted, haunted house unlike any other--a house that finds young women in their time of need and takes them in. Each has 99 nights to use the wisdom bestowed by the house to turn her life around. Through the years it has offered refuge to a roster of women ranging from George Eliot to Beatrix Potter--many of whom have hung around to help newcomers find their way""--
",true,2018-01-05 09:46:20,#Null,#Null,"['9780670784639', '067078463X', '9780749018627', '0749018623']"
1994,Literature,Women of words : a personal introduction to thirty-five important writers,"Teacher, Janet Bukovinsky","Philadelphia, Pa. : Running Press",English,Mary Wollstonecraft -- Jane Austen -- Mary Wollstonecraft Shelley -- Elizabeth Barrett Browning -- Elizabeth Gaskell -- Emily Bronte -- George Eliot -- Emily Dickinson -- Sarah Orne Jewett -- Kate Chopin -- Edith Wharton -- Willa Cather -- Colette -- Gertrude Stein -- Virginia Woolf -- Isak Dinesen -- Marianne Moore -- Edith Sitwell -- Katherine Mansfield -- Agatha Christie -- Jean Rhys -- Vita Sackville-West -- Edna St. Vincent Millay -- Dorothy Parker -- Stevie Smith -- M.F.K. Fisher -- Anais Nin -- Simone de Beauvoir -- Eudora Welty -- Doris Lessing --,true,2009-10-29 19:09:11,#Null,#Null,[]
1995,Anthropology,The face of love [electronic resource] : feminism and the beauty question,"Lambert, Ellen Zetzel, 1940-",Boston : Beacon Press,English,"1. The Beauty Myths -- 2. The Woman of Parts -- 3. Beauty and Identity: The Woman's Perspective -- 4. Charlotte Bronte: ""As Small and as Plain as Myself"" -- 5. George Eliot: The Beauty of Presence -- 6. Two Mastectomy Narratives: Beauty and Body-Integrity -- 7. The Beauty of Age",true,2012-04-12 17:10:04,#Null,#Null,[]
#Null,#Null,#Null,#Null,#Null,#Null,"Sponsor: C-SPAN | Book TV
",#Null,#Null,#Null,#Null,[]
2015,English literature -- 19th century -- History and criticism,"Forgiveness in Victorian literature : grammar, narrative, and community","Gibson, Richard Hughes, author",London ; New York : Bloomsbury Academic,English,"""Traces how eminent writers--including Charles Dickens, George Eliot, Anthony Trollope, Thomas Hardy, and Oscar Wilde--wrestled with the religious and social meanings of forgiveness in an age of theological controversy and increasing ethical pluralism.""--",true,2021-10-01 13:07:20,#Null,#Null,[]
2013,Young women -- Fiction,The house at the end of Hope Street : a novel,"Praag, Menna van",New York : Pamela Dorman Books,English,"""The house at the end of Hope Street is an enchanted, haunted house unlike any other--a house that finds young women in their time of need and takes them in. Each has 99 nights to use the wisdom bestowed by the house to turn her life around. Through the years it has offered refuge to a roster of women ranging from George Eliot to Beatrix Potter--many of whom have hung around to help newcomers find their way""--",true,2020-12-09 09:47:29,#Null,#Null,[]
2017-09-14,librivox,"Beacon Lights of History, Vol 7: Great Women",John Lord,#Null,#Null, Read in English by KHand,#Null,2017-09-14 01:16:29,/download/beaconlightsofhistory7_1709_librivox/beacon_lights7_1709_hocr.html,/download/beaconlightsofhistory7_1709_librivox/beacon_lights7_1709_abbyy.gz,[]
2011,Women farmers -- Fiction,Far from the madding crowd,"Hardy, Thomas, 1840-1928",New York : Signet Classic,English,"This updated authoritative edition of the classic Hardy novel, which was published anonymously and first attributed to George Eliot, is set from Hardy's revised, unedited final draft of 1912 and features a new Introduction and Afterword. There is in England no more real or typical district than Thomas Hardy's imaginary Wessex, the scattered fields and farms of which were first discovered in Far from the Madding Crowd. It is here that Gabriel Oak observes Bathsheba, the young mistress of Weatherbury Farm, fall victim to her amorous caprices. He stands by her through one marriage to a handsome, corruptly sentimental sergeant. Selflessly altruistic, he sees her through another betrothal to her compulsive, puritanical neighbor-as unaware as she of the stroke of Fate that will effect their ultimate union. Published anonymously and first attributed to George Eliot, Far from the Madding Crowd won Hardy immediate success; it combines an architecturally perfect plot with the philosophical overtones that were to set the theme for all his later works. The text of this Signet Classic is set from Hardy's revised final version of Far from the Madding Crowd , published in 1912 in the authoritative Wessex edition",true,2021-08-14 13:00:56,#Null,#Null,[]
1992,English literature,Passions of the mind : selected writings,"Byatt, A. S. (Antonia Susan), 1936-",New York : Turtle Bay Books,English,"Still life -- ""Sugar"" -- Robert Browning -- George Eliot -- George Eliot's essays -- Accurate letters : Ford Madox Ford -- ""Omnipotence of thought"" : Frazer, Freud and post-modernist fiction -- People in paper houses : attitudes to ""Realism and ""Experiment"" in English post-war fiction -- William Golding : Darkness visible -- TLS poetry competition -- Sense of religion -- Willa Cather -- Elizabeth Bowen : the House in Paris -- Sylvia Plath : Letters home -- Toni Morrison : Beloved -- Honourable escape : Georgette Heyer -- Barbara Pym -- Monique Wittig : the lesbian body -- Coleridge : an Archangel a little damaged -- Charles Rycroft : the innocence of dreams -- Van Gogh, death and summer
",true,2009-09-17 18:32:22,#Null,#Null,[]
1991,"Eliot, George, 1819-1880 -- Characters",George Eliot's originals and contemporaries : essays in Victorian literary history and biography,"Haight, Gordon Sherman",Ann Arbor : University of Michigan Press,English,Includes bibliographical references and index,true,2018-11-14 06:20:19,#Null,#Null,"['0472102648', '9780472102648']"
1994,Literature -- Women authors,Women of words : a personal introduction to thirty-five important writers,#Null,"Philadelphia, Pa. : Running Press",English,Includes bibliographical references (p. 175-176),true,2020-09-24 00:01:04,#Null,#Null,"['1561384151', '9781561384150']"
2012,English fiction -- 19th century -- History and criticism,"Unseasonable youth : modernism, colonialism, and the fiction of development","Esty, Joshua, 1967-",New York : Oxford University Press,English,Includes bibliographical references and index,true,2022-02-10 17:12:43,#Null,#Null,[]
1993,"Literature, Modern",Nineteenth-Century literature criticism. [electronic resource],"Cerrito, Joann","Detroit, Mich. : Gale Research",English,"Petrus Borel, 1809-1859 -- Dion Boucicault, 1820-1890 -- George Eliot, 1819-1880 -- Eliza Lynn Linton, 1822-1898 -- Henry MacKenzie, 1745-1831 -- Stephane Mellarme, 1842-1898 -- John Runeberg, 1804-1877 -- Adalbert Stifter, 1805-1868",true,2014-02-28 14:59:36.382846,#Null,#Null,['nineteenthcentur41joan']
2016,"Eliot, George, 1819-1880 -- Fiction",The honeymoon,"Smith, Dinitia, author",New York : Other Press,English,"""Based on the life of George Eliot, famed author of Middlemarch, this captivating account of Eliot's passions and tribulations explores the nature of love in its many guises. Dinitia Smith's spellbinding novel recounts George Eliot's honeymoon in Venice in June 1880 following her marriage to a handsome young man twenty years her junior. When she agreed to marry John Walter Cross, Eliot was recovering from the death of George Henry Lewes, her beloved companion of twenty-six years. Eliot was bereft: left at the age of sixty to contemplate profound questions about her physical decline, her fading appeal, and the prospect of loneliness. In her youth, Mary Ann Evans--who would later be known as George Eliot--was a country girl, considered too plain to marry, so she educated herself in order to secure a livelihood. In an era when female novelists were objects of wonder, she became the most famous writer of her day--with a male nom de plume. The Honeymoon explores different kinds of love, and of the possibilities of redemption and happiness even in an imperfect union. Smith integrates historical truth with her own rich rendition of Eliot's inner voice, crafting a page-turner that is as intelligent as it is gripping""--
",true,2022-01-01 15:58:51,#Null,#Null,[]
